row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phầnKỹ thuật JescoHòa Bình,Công ty Cổ phầnKỹ thuật JescoHòa Bình,Công ty Cổ phầnKỹ thuật JescoHòa Bình,Công ty liên kết,Chi phí thầu phụCho vayThu nhậptrừ cổ tứcCung cấpdịch vụLãi cho vayPhạt chàmthanh toánKhác,342.557.318.5245.000.000.0003.135.826.800335.460.00079.760.015-1.114.245.262,302.261.156.24516.600.000.0001.742.126.000280.092.80075.700.237675.098.854769.909.810,,,,3.02261156245166e+67
Công ty Cổ phầnCơ khí và Nhôm kính Anh Việt,Công ty Cổ phầnCơ khí và Nhôm kính Anh Việt,Công ty Cổ phầnCơ khí và Nhôm kính Anh Việt,Công ty liên kết,Chi phí thầu phụCho vayThu nhập từ cổtức và lợi nhuậnđược chiaCung cấpdịch vụThu nhập tửthanh lý tài sảncó địnhLãi cho vayỨng trướcThu khácLãi thanh toántrước hạnMượn tiền,34.843.427.84913.810.000.0004.872.450.6744.208.304.6642.388.355.000219.720.995179.196.27178.591.83339.679.593-,79.493.206.2444.000.000.000-1.065.017.678-44.658.907-265.238.274-5.000.000.000,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giớiCho vayLãi cho vayCung cấpdịch vụDoanh thu từchuyển nhượngquyền sử dụng đấtGóp vốnKhác,60.102.311.75957.182.000.000546.617.970200.000.000-,-,,,,
