row_label_raw,row_label_full,Số đầu năm > Dự phòng trích lập trong năm > Hoàn nhập dự phòng trong năm,Năm nay > (85.871.819.319) > (54.049.526.082) > 8.835.209.065,VNDNăm trước > (66.564.414.937) > (65.572.728.421) > 46.124.859.853,numeric__Năm nay > (85.871.819.319) > (54.049.526.082) > 8.835.209.065,numeric__VNDNăm trước > (66.564.414.937) > (65.572.728.421) > 46.124.859.853
Giảm do thay đổi quyền sở hữu trong công ty con,Giảm do thay đổi quyền sở hữu trong công ty con,Giảm do thay đổi quyền sở hữu trong công ty con,-,140.464.186,,140464186.0
Số cuối năm,Số cuối năm,Số cuối năm,(131.086.136.336),(85.871.819.319),-131086136336.0,-85871819319.0
