row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 15.711.984.709.890 > 1.768.144.002.056,VNDNăm trước > 11.299.518.616.940 > 3.697.364.262.757,numeric__Năm nay > 15.711.984.709.890 > 1.768.144.002.056,numeric__VNDNăm trước > 11.299.518.616.940 > 3.697.364.262.757
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,17.480.128.711.946,14.996.882.879.697,17480128711946.0,14996882879697.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,21.277.797.416.010,16.430.304.813.697,21277797416010.0,16430304813697.0
