row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Khác,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Khác,numeric__VND Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,39.790.252.840,9.581.838.203,1.216.005.358,50.588.096.401,39790252840.0,9581838203.0,1216005358.0,50588096401.0
Mua mới,Nguyên giá > Mua mới,Mua mới,2.474.382.943,1.844.660.000,-,4.319.042.943,2474382943.0,1844660000.0,,4319042943.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,42.264.635.783,11.426.498.203,1.216.005.358,54.907.139.344,42264635783.0,11426498203.0,1216005358.0,54907139344.0
Trong đó:Đã hao mòn hết,Nguyên giá > Trong đó:Đã hao mòn hết,Trong đó:Đã hao mòn hết,-,5.698.805.421,1.216.005.358,6.914.810.779,,5698805421.0,1216005358.0,6914810779.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số đầu năm,Giá trị hao mòn lũy kế > Số đầu năm,Số đầu năm,-,(6.815.834.004),(1.036.118.754),(7.851.952.758),,-6815834004.0,-1036118754.0,-7851952758.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,-,(1.636.772.718),(179.886.604),(1.816.659.322),,-1636772718.0,-179886604.0,-1816659322.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,-,(8.452.606.722),(1.216.005.358),(9.668.612.080),,-8452606722.0,-1216005358.0,-9668612080.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,39.790.252.840,2.766.004.199,179.886.604,42.736.143.643,39790252840.0,2766004199.0,179886604.0,42736143643.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,42.264.635.783,2.973.891.481,-,45.238.527.264,42264635783.0,2973891481.0,,45238527264.0
Trong đó:Tài sản sử dụngđể thế chấp(Thuyết minh số23.1),Giá trị còn lại > Trong đó:Tài sản sử dụngđể thế chấp(Thuyết minh số23.1),Trong đó:Tài sản sử dụngđể thế chấp(Thuyết minh số23.1),4.500.924.600,-,-,4.500.924.600,4500924600.0,,,4500924600.0
