row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,18.299.333.668.495,16.048.373.213.147,18299333668495.0,16048373213147.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng,Trong đó: > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,17.480.128.711.946,15.007.992.066.235,17480128711946.0,15007992066235.0
"Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền","Trong đó: > Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền","Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền",569.581.710.430,916.590.747.925,569581710430.0,916590747925.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,61.781.048.105,50.095.486.839,61781048105.0,50095486839.0
Doanh thu kinh doanh cơ sở hạ tầng,Trong đó: > Doanh thu kinh doanh cơ sở hạ tầng,Doanh thu kinh doanh cơ sở hạ tầng,41.906.680.007,319.368.320,41906680007.0,319368320.0
Khác,Trong đó: > Khác,Khác,145.935.518.007,73.375.543.828,145935518007.0,73375543828.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,-,(11.109.186.538),,-11109186538.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,18.299.333.668.495,16.037.264.026.609,18299333668495.0,16037264026609.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng (*),Trong đó: > Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),17.480.128.711.946,14.996.882.879.697,17480128711946.0,14996882879697.0
"Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền","Trong đó: > Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền","Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền",569.581.710.430,916.590.747.925,569581710430.0,916590747925.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,61.781.048.105,50.095.486.839,61781048105.0,50095486839.0
Doanh thu kinh doanh cơ sở hạ tầng,Trong đó: > Doanh thu kinh doanh cơ sở hạ tầng,Doanh thu kinh doanh cơ sở hạ tầng,41.906.680.007,319.368.320,41906680007.0,319368320.0
Khác,Trong đó: > Khác,Khác,145.935.518.007,73.375.543.828,145935518007.0,73375543828.0
