row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,01/01/2022,01/01/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__01/01/2022,numeric__01/01/2022_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,2.455.580.646.757,-,2.460.489.864.970,-,2455580646757.0,,2460489864970.0,
"Dự án Tụy Hòa, Phú Yên (1.4 ha)","Dự án Tụy Hòa, Phú Yên (1.4 ha)","Dự án Tụy Hòa, Phú Yên (1.4 ha)",201.082.398.064,-,201.017.030.629,-,201082398064.0,,201017030629.0,
Dự án Khu ĐT mới Đề Thám Cao Bằng,Dự án Khu ĐT mới Đề Thám Cao Bằng,Dự án Khu ĐT mới Đề Thám Cao Bằng,422.624.447.767,-,336.251.798.242,-,422624447767.0,,336251798242.0,
"Dự án Khu ĐT Phía Nam, TP Bắc Giang","Dự án Khu ĐT Phía Nam, TP Bắc Giang","Dự án Khu ĐT Phía Nam, TP Bắc Giang",1.084.280.587.159,-,876.887.064.723,-,1084280587159.0,,876887064723.0,
Dự án Ka Long - Quảng Ninh,Dự án Ka Long - Quảng Ninh,Dự án Ka Long - Quảng Ninh,-,-,434.210.077.265,-,,,434210077265.0,
"Dự án Nhà ở TM, TP.Lào Cai","Dự án Nhà ở TM, TP.Lào Cai","Dự án Nhà ở TM, TP.Lào Cai",626.857.859.575,-,536.312.731.342,-,626857859575.0,,536312731342.0,
Các dự án khác,Các dự án khác,Các dự án khác,120.735.354.192,-,75.811.162.769,-,120735354192.0,,75811162769.0,
Thành phẩm,Thành phẩm,Thành phẩm,441.170.554.264,-,327.943.890.115,-,441170554264.0,,327943890115.0,
Dự án Phú Lâm,Dự án Phú Lâm,Dự án Phú Lâm,286.260.708.684,-,312.790.381.617,-,286260708684.0,,312790381617.0,
"DA ĐT km3.4 Hải Yên, Mống Cái, Quảng Ninh","DA ĐT km3.4 Hải Yên, Mống Cái, Quảng Ninh","DA ĐT km3.4 Hải Yên, Mống Cái, Quảng Ninh",154.909.845.580,-,-,-,154909845580.0,,,
Các dự án khác,Các dự án khác,Các dự án khác,-,-,15.153.508.498,-,,,15153508498.0,
Tổng,Tổng,Tổng,2.896.751.201.021,-,2.788.433.755.085,-,2896751201021.0,,2788433755085.0,
