row_label_raw,row_label_full,Ông Đoàn Hòa Thuận,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Phó Tổng Giám đốc (Miễn nhiệm ngày 02/02/2023),
Ông Đỗ Quý Thành,Ông Đỗ Quý Thành,Ông Đỗ Quý Thành,Phó Tổng Giám đốc,
Ông Ngô Quốc Huân,Ông Ngô Quốc Huân,Ông Ngô Quốc Huân,Phó Tổng Giám đốc (Miễn nhiệm ngày 01/8/2023),
Ông Nguyễn Ngọc Thám,Ông Nguyễn Ngọc Thám,Ông Nguyễn Ngọc Thám,Phó Tổng Giám đốc (Bồ nhiệm ngày 01/8/2023),
Ông Phạm Huy Thông,Ông Phạm Huy Thông,Ông Phạm Huy Thông,Phó Tổng Giám đốc (Miễn nhiệm ngày 02/02/2023),
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Phó Tổng Giám đốc (Bồ nhiệm ngày 09/3/2023),
Ông Nguyễn Trọng Thiết,Ông Nguyễn Trọng Thiết,Ông Nguyễn Trọng Thiết,Phó Tổng Giám đốc (Miễn nhiệm ngày 31/3/2023),
