row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu từ cho thuê,Thu nhập khác > Thu từ cho thuê,Thu từ cho thuê,13.622.988.448,13.622.988.415,13622988448.0,13622988415.0
"Thu nhập từ bồi thường, phạt vi phạm hợp đồng","Thu nhập khác > Thu nhập từ bồi thường, phạt vi phạm hợp đồng","Thu nhập từ bồi thường, phạt vi phạm hợp đồng",5.093.100.000,2.246.080.664,5093100000.0,2246080664.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,851.211.537,228.302.453,851211537.0,228302453.0
Tổng,Thu nhập khác > Tổng,Tổng,19.567.299.985,16.097.371.532,19567299985.0,16097371532.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Phạt thanh lý hợp đồng,Chi phí khác > Phạt thanh lý hợp đồng,Phạt thanh lý hợp đồng,409.090.908,1.759.413.203,409090908.0,1759413203.0
"Lãi chậm nộp, phạt thuế","Chi phí khác > Lãi chậm nộp, phạt thuế","Lãi chậm nộp, phạt thuế",819.606.743,1.439.520.556,819606743.0,1439520556.0
Lãi chậm nộp tiền dự án Lào Cai,Chi phí khác > Lãi chậm nộp tiền dự án Lào Cai,Lãi chậm nộp tiền dự án Lào Cai,5.921.982.093,-,5921982093.0,
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,11.754.126,-,11754126.0,
Tổng,Chi phí khác > Tổng,Tổng,7.162.433.870,3.198.933.759,7162433870.0,3198933759.0
Thu nhập khác/chi phí khác (thuần),Chi phí khác > Thu nhập khác/chi phí khác (thuần),Thu nhập khác/chi phí khác (thuần),12.404.866.115,12.898.437.773,12404866115.0,12898437773.0
