row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2022VND,01/01/2022VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2022VND,numeric__01/01/2022VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),100,,4.307.841.748.785,4.729.235.458.025,,100.0,,4307841748785.0,4729235458025.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,137.237.192.438,621.154.020.575,,110.0,51.0,137237192438.0,621154020575.0
1.,1.,1.,Tiền,111,,122.237.192.438,621.154.020.575,,111.0,,122237192438.0,621154020575.0
2.,2.,2.,Các khoản tương đương tiền,112,,15.000.000.000,-,,112.0,,15000000000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,20.613.032.005,329.009.184.546,,120.0,,20613032005.0,329009184546.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,20.613.032.005,329.009.184.546,,123.0,52.0,20613032005.0,329009184546.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.215.197.812.001,983.617.202.153,,130.0,,1215197812001.0,983617202153.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,176.802.527.902,223.037.410.394,,131.0,53.0,176802527902.0,223037410394.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,5.4,52.162.530.940,26.234.722.725,,132.0,54.0,52162530940.0,26234722725.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.5,1.024.727.433.160,772.839.749.035,,136.0,55.0,1024727433160.0,772839749035.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(38.494.680.001),(38.494.680.001),,137.0,56.0,-38494680001.0,-38494680001.0
IV.,IV.,IV.,Hàng tồn kho,140,5.7,2.896.751.201.021,2.788.433.755.085,,140.0,57.0,2896751201021.0,2788433755085.0
1.,1.,1.,Hàng tồn kho,141,,2.896.751.201.021,2.788.433.755.085,,141.0,,2896751201021.0,2788433755085.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,38.042.511.320,7.021.295.666,,150.0,,38042511320.0,7021295666.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.8,38.042.511.320,1.469.777.528,,151.0,58.0,38042511320.0,1469777528.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,-,5.551.518.138,,152.0,,,5551518138.0
