row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2022 VND,Năm 2021 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2022 VND,numeric__Năm 2021 VND
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Hoàn tiền hợp tác đầu tư,253.150.000.000,227.149.042.728,,253150000000.0,227149042728.0
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Trả tiền quản lý vốn tập trung,,,,,
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Thanh toán giá trị chuyển nhượng quyền sử dụng đất,-,9.272.727.273,,,9272727273.0
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Nhận tiền theo thỏa thuận quản lý vốn tập trung,350.863.000.000,9.000.000.000,,350863000000.0,9000000000.0
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Lãi từ dòng tiền quản lý vốn tập trung,3.540.109.675,134.615.920,,3540109675.0,134615920.0
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Chuyển từ hợp tác đầu tư sang thỏa thuận vốn tập trung,272.850.957.292,-,,272850957292.0,
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Phải thu từ chuyển giao dự án,-,79.040.727,,,79040727.0
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Thu khác,29.310.000,-,,29310000.0,
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,Chuyển tiền Hợp tác đầu tư,201.000.000.000,350.000.000.000,,201000000000.0,350000000000.0
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,"Cổ tức, lợi nhuận được chia",79.301.007.285,82.452.369.988,,79301007285.0,82452369988.0
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,Nhận tiền theo thỏa thuận quản lý vốn tập trung,-,69.191.000.000,,,69191000000.0
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,Nhận tiền hợp tác đầu tư,144.091.689.634,-,,144091689634.0,
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,Phí dịch vụ môi giới,-,3.621.576.609,,,3621576609.0
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,Phải trả lãi từ dòng tiền quản lý vốn tập trung,2.663.595.000,2.287.116.123,,2663595000.0,2287116123.0
Công ty Hải Phát Land,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Land,Công ty Hải Phát Land,Trả khác,70.000.000.000,14.074.419.229,,70000000000.0,14074419229.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Hoàn trả tiền hợp tác đầu tư,-,134.334.160.000,,,134334160000.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Nhận tiền hợp tác đầu tư,28.930.000.000,162.540.797.843,,28930000000.0,162540797843.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Tiền trả mua sản,-,37.759.325.442,,,37759325442.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải thu từ chuyển nhượng bất động sản,-,57.451.058.080,,,57451058080.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Nhận tiền theo thỏa thuận quản lý vốn tập trung,299.165.987.000,16.000.000.000,,299165987000.0,16000000000.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí dịch vụ,948.311.354,491.805.456,,948311354.0,491805456.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí sửa chữa tòa nhà,997.226.377,-,,997226377.0,
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí thuê mặt bằng,9.110.590.784,99.728.586,,9110590784.0,99728586.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Phí diện, nước, tiền gửi xe",1.397.587.090,1.299.485.306,,1397587090.0,1299485306.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Bán hàng hóa, dịch vụ",6.084.433.694,4.323.959.465,,6084433694.0,4323959465.0
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Chuyển giao chi phí,228.600.000,-,,228600000.0,
Công ty Hải Phát Retail,Công ty Hải Phát- Bình Thuận > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải trả lãi từ dòng tiền quản lý vốn tập trung,585.820.432,6.124.824,,585820432.0,6124824.0
Công ty PSP,Công ty Hải Phát- Bình Thuận > Công ty PSP,Công ty PSP,Phí dịch vụ quản lý tòa nhà,9.593.963.013,10.964.748.416,,9593963013.0,10964748416.0
Công ty PSP,Công ty Hải Phát- Bình Thuận > Công ty PSP,Công ty PSP,"Doanh thu điện nước, dịch vụ khác",300.974.198,255.871.037,,300974198.0,255871037.0
Công ty PSP,Công ty Hải Phát- Bình Thuận > Công ty PSP,Công ty PSP,Doanh thu cho thuê mặt bằng,140.000.000,260.000.000,,140000000.0,260000000.0
Công ty PSP,Công ty Hải Phát- Bình Thuận > Công ty PSP,Công ty PSP,Phải thu từ chuyển nhượng bất động sản,-,24.250.929.848,,,24250929848.0
Công ty PSP,Công ty Hải Phát- Bình Thuận > Công ty PSP,Công ty PSP,Tiền diện,293.199.543,72.713.460,,293199543.0,72713460.0
