row_label_raw,row_label_full,NỘI DUNG,Trang,numeric__Trang
BÁO CÁO CỦA BẢN ĐIỀU HÀNH,BÁO CÁO CỦA BẢN ĐIỀU HÀNH,BÁO CÁO CỦA BẢN ĐIỀU HÀNH,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÁO CÁO TÀI CHÍNH RIÊNG ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH RIÊNG ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH RIÊNG ĐÃ ĐƯỢC KIỂM TOÁN,,
Bảng Cần đối kế toán riêng,Bảng Cần đối kế toán riêng,Bảng Cần đối kế toán riêng,5 - 6,
Báo cáo Kết quả hoạt động kinh doanh riêng,Bảng Cần đối kế toán riêng > Báo cáo Kết quả hoạt động kinh doanh riêng,Báo cáo Kết quả hoạt động kinh doanh riêng,7,7.0
Báo cáo Lưu chuyển tiền tệ riêng,Bảng Cần đối kế toán riêng > Báo cáo Lưu chuyển tiền tệ riêng,Báo cáo Lưu chuyển tiền tệ riêng,8,8.0
Bản Thuyết minh Báo cáo tài chính riêng,Bản Thuyết minh Báo cáo tài chính riêng,Bản Thuyết minh Báo cáo tài chính riêng,9 - 48,
