row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2022 VND,Năm 2021 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2022 VND,numeric__Năm 2021 VND
Công ty HPH Nha Trang,Công ty HPH Nha Trang,Công ty HPH Nha Trang,Nhận tiền theo thỏa thuận quản lý vốn tập trung,200.000.000,750.000.000,,200000000.0,750000000.0
Công ty HPH Nha Trang,Công ty HPH Nha Trang,Công ty HPH Nha Trang,Phải trả lãi từ dòng tiền quản lý vốn tập trung,93.063.573,668.474.843,,93063573.0,668474843.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Chuyển tiền góp vốn,-,30.000.000.000,,,30000000000.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Chuyển tiền góp vốn,150.000.000.000,525.000.000.000,,150000000000.0,525000000000.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Nhận tiền theo thỏa thuận quản lý vốn tập trung,34.000.000.000,374.950.000.000,,34000000000.0,374950000000.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Phải trả lãi từ dòng tiền quản lý vốn tập trung,155.065.347,1.213.718.378,,155065347.0,1213718378.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Nhận tiền chuyển nhượng vốn góp,-,113.545.000.000,,,113545000000.0
Công ty Ruby,Công ty Ruby,Công ty Ruby,Nhận tiền quản lý vốn tập trung,-,161.000.000.000,,,161000000000.0
Công ty Ruby,Công ty Ruby,Công ty Ruby,Phải trả lãi từ dòng tiền quản lý vốn tập trung,328.181.382,189.724.399,,328181382.0,189724399.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Nhận tiền hợp tác đầu tư,-,239.750.000.000,,,239750000000.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Hoàn trả tiền hợp tác đầu tư,-,240.000.000.000,,,240000000000.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Phải thu Chuyển giao chi phí dự án,-,772.245.738,,,772245738.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Phải trả lãi từ dòng tiền quản lý vốn tập trung,-,43.463.365,,,43463365.0
Công ty IWG,Công ty IWG,Công ty IWG,Dịch vụ tư vấn,-,170.000.000,,,170000000.0
Công ty Địa ốc Hải Phát,Công ty Địa ốc Hải Phát,Công ty Địa ốc Hải Phát,"Phí dịch vụ môi giới, marketing",38.526.481.878,-,,38526481878.0,
