row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,5.117.055.479,10.763.778.019,5117055479.0,10763778019.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,3.421.228.146,3.826.659.366,3421228146.0,3826659366.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,-,4.620.787.281,,4620787281.0
"Chi phí quảng cáo, khuyến mại","Chi phí quảng cáo, khuyến mại","Chi phí quảng cáo, khuyến mại",1.695.827.333,1.777.030.469,1695827333.0,1777030469.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,-,539.300.903,,539300903.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,60.101.567.828,63.369.087.810,60101567828.0,63369087810.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,27.786.448.723,31.863.971.458,27786448723.0,31863971458.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.855.934.947,20.172.426.414,12855934947.0,20172426414.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,19.459.184.158,11.332.689.938,19459184158.0,11332689938.0
Tổng,Tổng,Tổng,65.218.623.307,74.132.865.829,65218623307.0,74132865829.0
