row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị ghi số,31/12/2022 > Số có khã năng trả nợ,01/01/2022 > Giá trị ghi số,01/01/2022 > Số có khã năng trả nợ,numeric__31/12/2022 > Giá trị ghi số,numeric__31/12/2022 > Số có khã năng trả nợ,numeric__01/01/2022 > Giá trị ghi số,numeric__01/01/2022 > Số có khã năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,204.942.837.994,204.942.837.994,202.480.418.938,202.480.418.938,204942837994.0,204942837994.0,202480418938.0,202480418938.0
Công ty CP Xây dựng số 1 Sông Hồng,Công ty CP Xây dựng số 1 Sông Hồng,Công ty CP Xây dựng số 1 Sông Hồng,23.493.115.910,23.493.115.910,23.493.115.910,23.493.115.910,23493115910.0,23493115910.0,23493115910.0,23493115910.0
Công ty Cổ phần xây dựng HP Thăng Long,Công ty Cổ phần xây dựng HP Thăng Long,Công ty Cổ phần xây dựng HP Thăng Long,16.646.083.948,16.646.083.948,3.494.250.363,3.494.250.363,16646083948.0,16646083948.0,3494250363.0,3494250363.0
Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,164.803.638.136,164.803.638.136,175.493.052.665,175.493.052.665,164803638136.0,164803638136.0,175493052665.0,175493052665.0
Tổng,Tổng,Tổng,204.942.837.994,204.942.837.994,202.480.418.938,202.480.418.938,204942837994.0,204942837994.0,202480418938.0,202480418938.0
Trong đó phải trả các bên liên quan (Chỉ tiết tại Thuyết minh số 7.2),Trong đó phải trả các bên liên quan (Chỉ tiết tại Thuyết minh số 7.2),Trong đó phải trả các bên liên quan (Chỉ tiết tại Thuyết minh số 7.2),28.222.447.432,28.222.447.432,11.875.477.657,11.875.477.657,28222447432.0,28222447432.0,11875477657.0,11875477657.0
