row_label_raw,row_label_full,Rủi ro tiền tệ (tiếp theo)
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024
Tài sản,Tài sản,Tài sản
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý"
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN
Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác
Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*)
Cho vay khách hàng (*),Cho vay khách hàng (*),Cho vay khách hàng (*)
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*)
"Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)"
TSCĐ và bất động sản đầu tư,TSCĐ và bất động sản đầu tư,TSCĐ và bất động sản đầu tư
Các tài sản Có khác (*),Các tài sản Có khác (*),Các tài sản Có khác (*)
Tổng tài sản,Tổng tài sản,Tổng tài sản
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu
Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng
Công cu tài chính phải sinh và các khoản nợ tài chính khác,Công cu tài chính phải sinh và các khoản nợ tài chính khác,Công cu tài chính phải sinh và các khoản nợ tài chính khác
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá
Các khoản nợ khác,Các khoản nợ khác,Các khoản nợ khác
Vốn và các quỹ,Vốn và các quỹ,Vốn và các quỹ
Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu
Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng
Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng
"Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng"
