row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày > 31.12.2025,Năm tài chính kết thúc ngày > 31.12.2024Tính lại (**),numeric__Năm tài chính kết thúc ngày > 31.12.2025,numeric__Năm tài chính kết thúc ngày > 31.12.2024Tính lại (**)
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu đồng),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu đồng),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu đồng),5.509.539,4.816.026,5509539.0,4816026.0
"Trích lập quỹ khen thưởng, phúc lợi (triệu đồng) (*)","Trích lập quỹ khen thưởng, phúc lợi (triệu đồng) (*)","Trích lập quỹ khen thưởng, phúc lợi (triệu đồng) (*)",(165.286),(235.000),-165286.0,-235000.0
,,,5.344.253,4.581.026,5344253.0,4581026.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),2.843.246.575,2.835.000.000,2843246575.0,2835000000.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),1.880,1.616,1880.0,1616.0
