row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Trái phiếu Chính phủ,Chứng khoán Nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,14.165.033,10.340.000,14165033.0,10340000.0
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Chứng khoán Nợ > Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,8.413.092,3.850.364,8413092.0,3850364.0
Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Trái phiếu do các TCTD khác trong nước phát hành,Trái phiếu do các TCTD khác trong nước phát hành,1.400.000,1.900.000,1400000.0,1900000.0
Trái phiếu Chính phủ bảo lãnh do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Trái phiếu Chính phủ bảo lãnh do các TCTD khác trong nước phát hành,Trái phiếu Chính phủ bảo lãnh do các TCTD khác trong nước phát hành,727.302,733.098,727302.0,733098.0
Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,800.000,650.378,800000.0,650378.0
,,,25.505.427,17.473.840,25505427.0,17473840.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,-,82.054,,82054.0
,,,25.505.427,17.555.894,25505427.0,17555894.0
