row_label_raw,row_label_full,col_0,Dự phòng cụ thể Triệu đồng,Dự phòng chung Triệu đồng,Tổng cộng Triệu đồng,numeric__Dự phòng cụ thể Triệu đồng,numeric__Dự phòng chung Triệu đồng,numeric__Tổng cộng Triệu đồng
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,1.644.225,1.333.794,2.978.019,1644225.0,1333794.0,2978019.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,2.024.918,214.464,2.239.382,2024918.0,214464.0,2239382.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(1.935.968),-,(1.935.968),-1935968.0,,-1935968.0
Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,1.733.175,1.548.258,3.281.433,1733175.0,1548258.0,3281433.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,2.354.311,231.537,2.585.848,2354311.0,231537.0,2585848.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(2.095.803),-,(2.095.803),-2095803.0,,-2095803.0
Giảm do bán công ty con,Giảm do bán công ty con,Giảm do bán công ty con,(475.149),(29.639),(504.788),-475149.0,-29639.0,-504788.0
Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,1.516.534,1.750.156,3.266.690,1516534.0,1750156.0,3266690.0
