row_label_raw,row_label_full,Chỉ tiêu,Theo báo cáo trước đây,Điều chỉnh,Số liệu tính lại,numeric__Theo báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu tính lại
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu đồng),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu đồng),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu đồng),4.816.026,-,4.816.026,4816026.0,,4816026.0
"Trích lập quỹ khen thưởng, phúc lợi (triệu đồng) (**)","Trích lập quỹ khen thưởng, phúc lợi (triệu đồng) (**)","Trích lập quỹ khen thưởng, phúc lợi (triệu đồng) (**)",(144.481),(90.519),(235.000),-144481.0,-90519.0,-235000.0
,,,4.671.545,(90.519),4.581.026,4671545.0,-90519.0,4581026.0
Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),2.835.000.000,-,2.835.000.000,2835000000.0,,2835000000.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),1.648,(32),1.616,1648.0,-32.0,1616.0
