row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2025Triệu đồng,Tại ngày > 31.12.2024Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025Triệu đồng,numeric__Tại ngày > 31.12.2024Triệu đồng
2,2,2,Cam kết giao dịch hối đoái,,,,,,,
2,2 > 2,2,Cam kết mua ngoại tệ,35,1.884.164,355.614,,35.0,1884164.0,355614.0
2,2 > 2,2,Cam kết bán ngoại tệ,35,525.072,863.634,,35.0,525072.0,863634.0
2,2 > 2,2,Cam kết giao dịch hoán đổi đi (ngoại tệ và VND),35,132.698.971,87.067.580,,35.0,132698971.0,87067580.0
2,2 > 2,2,Cam kết giao dịch hoán đổi đến (ngoại tệ và VND),35,132.861.185,87.049.229,,35.0,132861185.0,87049229.0
4,2 > 4,4,Cam kết trong nghiệp vụ L/C,35,7.591.049,2.228.158,,35.0,7591049.0,2228158.0
5,2 > 5,5,Bảo lãnh khác,35,14.175.422,8.516.675,,35.0,14175422.0,8516675.0
6,2 > 6,6,Các cam kết khác,35,13.413.700,13.106.548,,35.0,13413700.0,13106548.0
7,2 > 7,7,Lãi cho vay và phí phải thu chưa thu được,36.1,2.365.359,3.370.203,,361.0,2365359.0,3370203.0
8,2 > 8,8,Nợ khó đòi đã xử lý,36.2,15.883.819,14.056.505,,362.0,15883819.0,14056505.0
9,2 > 9,9,Tài sản và chứng từ khác,36.3,1.275.085,1.378.227,,363.0,1275085.0,1378227.0
