row_label_raw,row_label_full,col_0,31.12.2025%,31.12.2024%,numeric__31.12.2025%,numeric__31.12.2024%
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,"2,60 - 7,50","2,10 - 5,10",,
Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,"6,80 - 7,20","6,50 - 7,50",,
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,"9,00 - 13,00","12,00 - 12,85",,
