row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,99.303.321,90.162.333,99303321.0,90162333.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,83.996.358,69.472.202,83996358.0,69472202.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",47.107.980,45.013.591,47107980.0,45013591.0
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,2.853.158,2.462.030,2853158.0,2462030.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,2.087.778,1.610.417,2087778.0,1610417.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.592.741,533.608,1592741.0,533608.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,55.344,36.973,55344.0,36973.0
Hợp tác xã và Liên hiệp hợp tác xã,Hợp tác xã và Liên hiệp hợp tác xã,Hợp tác xã và Liên hiệp hợp tác xã,43.411,32.786,43411.0,32786.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,7.009,30.703,7009.0,30703.0
,,,237.047.100,209.354.643,237047100.0,209354643.0
