row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,2.957,10.350,2957.0,10350.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,1.110.500,419.900,1110500.0,419900.0
Dự chi lãi tiền gửi,Công ty Cổ phần Thăng Long GTC > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,8.795,5.376,8795.0,5376.0
Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,,
Tiền gửi không kỳ hạn tại Ngân hàng,Tập đoàn BRG - Công ty Cổ phần và các công ty con > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,106.865,130.614,106865.0,130614.0
Tiền gửi có kỳ hạn tại Ngân hàng,Tập đoàn BRG - Công ty Cổ phần và các công ty con > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,995.901,1.060.830,995901.0,1060830.0
Dự chi lãi tiền gửi,Tập đoàn BRG - Công ty Cổ phần và các công ty con > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,6.602,7.668,6602.0,7668.0
Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,,
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Cho thuê Máy bay Việt Nam > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,4.395.564,6,4395564.0,6.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Cho thuê Máy bay Việt Nam > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,1.571.400,949.495,1571400.0,949495.0
Dự chi lãi tiền gửi,Công ty Cổ phần Cho thuê Máy bay Việt Nam > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,36.570,9.353,36570.0,9353.0
Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội,,
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,1.337.444,15.526.074,1337444.0,15526074.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,990.000,-,990000.0,
Dự chi lãi tiền gửi,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,18.856,-,18856.0,
Tiền vay tại Ngân hàng,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội > Tiền vay tại Ngân hàng,Tiền vay tại Ngân hàng,4.300.000,4.300.000,4300000.0,4300000.0
Dự thu lãi tiền vay,Công ty Cổ phần Đầu tư Phát triển Thành phốThông minh Bắc Hà Nội > Dự thu lãi tiền vay,Dự thu lãi tiền vay,366.784,4.418,366784.0,4418.0
