row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",53.923.629,33.489.746,53923629.0,33489746.0
Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,46.997.685,45.013.587,46997685.0,45013587.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",38.421.178,15.489.724,38421178.0,15489724.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,29.436.896,9.949.817,29436896.0,9949817.0
"Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống",26.968.260,14.386.765,26968260.0,14386765.0
Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,12.457.299,7.729.440,12457299.0,7729440.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",7.912.342,17.705.332,7912342.0,17705332.0
Xây dựng,Xây dựng,Xây dựng,6.451.388,10.463.950,6451388.0,10463950.0
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",4.350.770,12.026.908,4350770.0,12026908.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",2.709.189,1.563.680,2709189.0,1563680.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,2.074.979,13.593.541,2074979.0,13593541.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,1.497.794,8.017.345,1497794.0,8017345.0
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",555.838,200.642,555838.0,200642.0
Khai khoáng,Khai khoáng,Khai khoáng,230.342,1.349.558,230342.0,1349558.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,96.706,83.628,96706.0,83628.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,66.830,5.711.977,66830.0,5711977.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,12.394,2.083,12394.0,2083.0
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",4.943,-,4943.0,
Hoạt động khác,Hoạt động khác,Hoạt động khác,2.878.638,12.576.920,2878638.0,12576920.0
,,,237.047.100,209.354.643,237047100.0,209354643.0
