row_label_raw,row_label_full,THÔNG TIN VỀ NGÂN HÀNG,THÔNG TIN VỀ NGÂN HÀNG_1,THÔNG TIN VỀ NGÂN HÀNG_2,numeric__THÔNG TIN VỀ NGÂN HÀNG_1,numeric__THÔNG TIN VỀ NGÂN HÀNG_2
Giấy phép Thành lập và Hoạt động,Giấy phép Thành lập và Hoạt động,Giấy phép Thành lập và Hoạt động,Số 0051/NH-GP đề ngày 25 tháng 3 năm 1994,Số 0051/NH-GP đề ngày 25 tháng 3 năm 1994,,
Giấy phép Thành lập và Hoạt động,Giấy phép Thành lập và Hoạt động,Giấy phép Thành lập và Hoạt động,Giấy phép Thành lập và Hoạt động do Ngân hàng Nhà nước Việt Nam (“NHNN”) cấp có thời hạn hoạt động là 99 năm kể từ ngày của giấy phép và lần sửa đổi gần nhất theo Quyết định số 2206/QĐ-NHNN đề ngày 28 tháng 5 năm 2025.,Giấy phép Thành lập và Hoạt động do Ngân hàng Nhà nước Việt Nam (“NHNN”) cấp có thời hạn hoạt động là 99 năm kể từ ngày của giấy phép và lần sửa đổi gần nhất theo Quyết định số 2206/QĐ-NHNN đề ngày 28 tháng 5 năm 2025.,,
Giấy Chứng nhận Đăng ký Doanh nghiệp,Giấy Chứng nhận Đăng ký Doanh nghiệp,Giấy Chứng nhận Đăng ký Doanh nghiệp,Số 0200253985 do Sở Kế hoạch và Đầu tư Thành phố Hà Nội (nay là Sở Tài chính Thành phố Hà Nội) cấp lần đầu ngày 14 tháng 1 năm 2005 và Giấy Chứng nhận Đăng ký Doanh nghiệp thay đổi gần nhất (lần thứ 38) được cấp ngày 7 tháng 6 năm 2024.,Số 0200253985 do Sở Kế hoạch và Đầu tư Thành phố Hà Nội (nay là Sở Tài chính Thành phố Hà Nội) cấp lần đầu ngày 14 tháng 1 năm 2005 và Giấy Chứng nhận Đăng ký Doanh nghiệp thay đổi gần nhất (lần thứ 38) được cấp ngày 7 tháng 6 năm 2024.,,
Hội đồng Quản trị (“HDQT”),Hội đồng Quản trị (“HDQT”),Hội đồng Quản trị (“HDQT”),Ông Lê Văn TầnBà Nguyễn Thị NgaBà Lê Thu ThủyBà Khúc Thị Quỳnh LâmÔng Fergus Macdonald ClarkÔng Matthew Sander HosfordÔng Mathew Nevil WelchBà Trần Thị Thanh Thủy,Chủ tịchPhó Chủ tịch thường trựcPhó Chủ tịchPhó Chủ tịchThành viên độc lậpThành viên độc lập(bổ nhiệm ngày 25/04/2025)Thành viênThành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ông Nguyễn Ngọc QuỳnhBà Vũ Thị Ngọc QuỳnhÔng Nguyễn Thành LuânBà Vũ Thu ThủyÔng Lương Duy Đông,Trường banThành viênThành viên chuyên tráchThành viên chuyên tráchThành viên,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lê Quốc LongBà Nguyễn Thị Thu HươngÔng Nguyễn Tuấn CườngÔng Vũ Đình KhoánBà Đặng Thu TrangÔng Hoàng Mạnh PhúÔng Nguyễn Hồng QuangÔng Nguyễn Tuấn AnhÔng Bùi Quốc HiệuÔng Lê Thanh Hải,Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốc(bổ nhiệm ngày 11/01/2025)Phó Tổng Giám đốc(bổ nhiệm ngày 11/01/2025 và từ nhiệm ngày 26/01/2026),,
Người đại diện theo pháp luật,Người đại diện theo pháp luật,Người đại diện theo pháp luật,Ông Lê Văn Tần,Chủ tịch Hội đồng Quản trị,,
Trụ sở chính,Trụ sở chính,Trụ sở chính,"Tòa nhà BRG Tower, Số 198 Trần Quang Khải, Phường Hoàn Kiểm, Thành phố Hà Nội, Việt Nam","Tòa nhà BRG Tower, Số 198 Trần Quang Khải, Phường Hoàn Kiểm, Thành phố Hà Nội, Việt Nam",,
Công ty kiểm toán,Công ty kiểm toán,Công ty kiểm toán,Công ty TNHH PwC (Việt Nam),Công ty TNHH PwC (Việt Nam),,
