row_label_raw,row_label_full,Số đầu năm,Năm nay > 601.267.652,Năm trước > 994.425.816,numeric__Năm nay > 601.267.652,numeric__Năm trước > 994.425.816
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,6.822.942.663,4.821.057.938,6822942663.0,4821057938.0
Chi quỹ trong năm,Chi quỹ trong năm,Chi quỹ trong năm,(5.843.913.256),(5.214.216.102),-5843913256.0,-5214216102.0
Số cuối năm,Số cuối năm,Số cuối năm,1.580.297.059,601.267.652,1580297059.0,601267652.0
