row_label_raw,row_label_full,Ban kiểm soát,Ông Trần Văn Khánh,Trường ban,numeric__Ông Trần Văn Khánh,numeric__Trường ban
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Bà Nguyễn Thị Hồng Cúc,Thành viên,,
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Bà Đỗ Thị Hạnh,Thành viên,,
