row_label_raw,row_label_full,Mã trái phiếu,Loại tiền,Lãi suất năm > 2018,Lãi suất năm > 2017,Số lượng > 2018,Số lượng > 2017,Ngàyđáo hạn,Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính) > 31/12/2018VND,Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính) > 1/1/2018VND,numeric__Loại tiền,numeric__Lãi suất năm > 2018,numeric__Lãi suất năm > 2017,numeric__Số lượng > 2018,numeric__Số lượng > 2017,numeric__Ngàyđáo hạn,numeric__Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính) > 31/12/2018VND,numeric__Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính) > 1/1/2018VND
Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,Trái phiếu doanh nghiệp không được chuyển đổi,,,,,,,,
MPC_BOND2015,Trái phiếu doanh nghiệp không được chuyển đổi > MPC_BOND2015,MPC_BOND2015,VND,"7,50%","7,50%",1.000,1.000,20/5/2020,933.166.666.681,995.166.666.672,,0.075,0.075,1000.0,1000.0,,933166666681.0,995166666672.0
MPC_BOND2015,Trái phiếu doanh nghiệp không được chuyển đổi > MPC_BOND2015,MPC_BOND2015,VND,"7,50%","7,50%",-,500,11/6/2020,-,492.750.000.005,,0.075,0.075,,500.0,,,492750000005.0
,,,,,,,,,933.166.666.681,1.487.916.666.677,,,,,,,933166666681.0,1487916666677.0
