row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,3.281.355.688.253,3.684.863.987.086,300.0,,3281355688253.0,3684863987086.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,2.346.456.410.130,2.192.446.876.094,310.0,,2346456410130.0,2192446876094.0
Phải trả người bán,NGUỒN VỐN > Phải trả người bán,Phải trả người bán,311,15,398.233.737.642,374.670.725.543,311.0,15.0,398233737642.0,374670725543.0
Người mua trả tiền trước,NGUỒN VỐN > Người mua trả tiền trước,Người mua trả tiền trước,312,,16.470.261.176,14.619.191.387,312.0,,16470261176.0,14619191387.0
Thuế phải nộp Ngân sách Nhà nước,NGUỒN VỐN > Thuế phải nộp Ngân sách Nhà nước,Thuế phải nộp Ngân sách Nhà nước,313,16(a),23.471.781.613,27.391.610.477,313.0,,23471781613.0,27391610477.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,53.984.262.108,41.313.462.019,314.0,,53984262108.0,41313462019.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,17,9.187.163.630,14.724.492.059,319.0,17.0,9187163630.0,14724492059.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,18(a),1.801.455.101.760,1.676.060.982.095,320.0,,1801455101760.0,1676060982095.0
Quỹ khen thưởng và phúc lợi,NGUỒN VỐN > Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,19,43.654.102.201,43.666.412.514,322.0,19.0,43654102201.0,43666412514.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,934.899.278.123,1.492.417.110.992,330.0,,934899278123.0,1492417110992.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,,-,2.500.000.000,337.0,,,2500000000.0
Trái phiếu,NGUỒN VỐN > Trái phiếu,Trái phiếu,338,18(b),933.166.666.681,1.487.916.666.677,338.0,,933166666681.0,1487916666677.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,14,1.732.611.442,2.000.444.315,341.0,14.0,1732611442.0,2000444315.0
VỐN CHỦ SỐ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỐ HỮU (400 = 410),VỐN CHỦ SỐ HỮU (400 = 410),400,,2.802.695.277.559,2.101.869.331.393,400.0,,2802695277559.0,2101869331393.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,20,2.802.695.277.559,2.101.869.331.393,410.0,20.0,2802695277559.0,2101869331393.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,21,1.400.000.000.000,700.000.000.000,411.0,21.0,1400000000000.0,700000000000.0
Thặng dư vốn cổ phần,NGUỒN VỐN > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,20,-,177.876.869.236,412.0,20.0,,177876869236.0
Cổ phiếu quỹ,NGUỒN VỐN > Cổ phiếu quỹ,Cổ phiếu quỹ,415,21,(80.162.090.861),(80.162.090.861),415.0,21.0,-80162090861.0,-80162090861.0
Quỹ đầu tư phát triển,NGUỒN VỐN > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,22,143.691.947.801,31.920.523.434,418.0,22.0,143691947801.0,31920523434.0
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,1.339.165.420.619,1.272.234.029.584,421.0,,1339165420619.0,1272234029584.0
- LNST chưa phân phối đến cuối năm trước,NGUỒN VỐN > - LNST chưa phân phối đến cuối năm trước,- LNST chưa phân phối đến cuối năm trước,421a,,623.950.702.315,800.461.707.901,,,623950702315.0,800461707901.0
- LNST chưa phân phối trong năm,NGUỒN VỐN > - LNST chưa phân phối trong năm,- LNST chưa phân phối trong năm,421b,,715.214.718.304,471.772.321.683,,,715214718304.0,471772321683.0
TỔNG NGUỒN VỐN (440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,6.084.050.965.812,5.786.733.318.479,440.0,,6084050965812.0,5786733318479.0
