row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,01/01/2018,01/01/2018_1,01/01/2018_2,numeric__31/12/2018,numeric__31/12/2018_1,numeric__01/01/2018,numeric__01/01/2018_1,numeric__01/01/2018_2
,,,Giá gốc VND,DP VND,Giá hợp lý VND,Giá gốc VND,DP VND,,,,,
1.273.926.250.000,1.273.926.250.000,1.273.926.250.000,-,,666.943.000.000,-,,,,666943000000.0,,
428.000.000.000,428.000.000.000,428.000.000.000,-,(*),428.000.000.000,-,(*),,,428000000000.0,,
102.845.000.000,102.845.000.000,102.845.000.000,-,(*),42.585.000.000,-,(*),,,42585000000.0,,
163.031.250.000,163.031.250.000,163.031.250.000,-,(*),94.350.000.000,-,(*),,,94350000000.0,,
29.550.000.000,29.550.000.000,29.550.000.000,-,(*),12.008.000.000,-,(*),,,12008000000.0,,
90.000.000.000,90.000.000.000,90.000.000.000,-,(*),90.000.000.000,-,(*),,,90000000000.0,,
-,-,-,-,(*),-,-,(*),,,,,
500.000.000,500.000.000,500.000.000,-,(*),-,-,(*),,,,,
460.000.000.000,460.000.000.000,460.000.000.000,-,(*),-,-,(*),,,,,
504.239.554.272,460.000.000.000 > 504.239.554.272,504.239.554.272,-,,486.070.303.175,-,,,,486070303175.0,,
163.786.400.000,460.000.000.000 > 163.786.400.000,163.786.400.000,-,(*),163.786.400.000,-,(*),,,163786400000.0,,
33.777.503.175,460.000.000.000 > 33.777.503.175,33.777.503.175,-,(*),33.777.503.175,-,(*),,,33777503175.0,,
278.006.400.000,460.000.000.000 > 278.006.400.000,278.006.400.000,-,(*),278.006.400.000,-,(*),,,278006400000.0,,
-,460.000.000.000 > -,-,-,(*),10.500.000.000,-,(*),,,10500000000.0,,
2.160.000.000,2.160.000.000,2.160.000.000,-,(*),-,-,(*),,,,,
26.509.251.097,26.509.251.097,26.509.251.097,-,(*),-,-,(*),,,,,
89.500.000.000,26.509.251.097 > 89.500.000.000,89.500.000.000,-,,4.565.000.000,-,,,,4565000000.0,,
-,26.509.251.097 > -,-,-,(*),4.565.000.000,-,(*),,,4565000000.0,,
10.500.000.000,10.500.000.000,10.500.000.000,-,(*),-,-,(*),,,,,
79.000.000.000,79.000.000.000,79.000.000.000,-,(*),-,-,(*),,,,,
1.867.665.804.272,79.000.000.000 > 1.867.665.804.272,1.867.665.804.272,-,-,1.157.578.303.175,-,-,,,1157578303175.0,,
