row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị VND,31/12/2018 > Dự phòng VND,01/01/2018 > Giá trị VND,01/01/2018 > Dự phòng VND,numeric__31/12/2018 > Giá trị VND,numeric__31/12/2018 > Dự phòng VND,numeric__01/01/2018 > Giá trị VND,numeric__01/01/2018 > Dự phòng VND
Các bên liên quan,Các bên liên quan,Các bên liên quan,140.175.000.000,-,287.318.262.376,-,140175000000.0,,287318262376.0,
Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,140.012.721.849,-,284.592.697.812,-,140012721849.0,,284592697812.0,
Tiền đầu tư thực hiện dự án (i),Tiền đầu tư thực hiện dự án (i),Tiền đầu tư thực hiện dự án (i),140.000.000.000,-,284.592.697.812,-,140000000000.0,,284592697812.0,
Tiền lãi vay dự thu theo Hợp đồng số 01/2018/HĐVV/VPI-VPGV,Tiền lãi vay dự thu theo Hợp đồng số 01/2018/HĐVV/VPI-VPGV,Tiền lãi vay dự thu theo Hợp đồng số 01/2018/HĐVV/VPI-VPGV,12.721.849,-,-,-,12721849.0,,,
Công ty CP Đầu tư Văn Phú - House,Công ty CP Đầu tư Văn Phú - House,Công ty CP Đầu tư Văn Phú - House,-,-,2.719.564.564,-,,,2719564564.0,
Công ty CP Đầu tư Văn Phú Land,Công ty CP Đầu tư Văn Phú Land,Công ty CP Đầu tư Văn Phú Land,-,-,6.000.000,-,,,6000000.0,
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,175.000.000,-,-,-,175000000.0,,,
Các bên khác,Các bên khác,Các bên khác,153.739.811.972,-,62.010.329.777,-,153739811972.0,,62010329777.0,
"Ký quỹ, ký cược (ii)","Ký quỹ, ký cược (ii)","Ký quỹ, ký cược (ii)",134.805.500.000,-,24.505.000.000,-,134805500000.0,,24505000000.0,
Tiền tạm ứng cho CBNV,Tiền tạm ứng cho CBNV,Tiền tạm ứng cho CBNV,2.880.582.154,-,32.516.260.667,-,2880582154.0,,32516260667.0,
Tiền lãi vay dự thu,Tiền lãi vay dự thu,Tiền lãi vay dự thu,6.643.945.205,-,-,-,6643945205.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,9.409.784.613,-,4.989.069.110,-,9409784613.0,,4989069110.0,
Cộng,Cộng,Cộng,293.927.533.821,-,349.328.592.153,-,293927533821.0,,349328592153.0,
