row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,31/12/2018_2,01/01/2018,01/01/2018_1,01/01/2018_2,numeric__31/12/2018,numeric__31/12/2018_1,numeric__31/12/2018_2,numeric__01/01/2018,numeric__01/01/2018_1,numeric__01/01/2018_2
,,,Số lượng,Tỷ lệ lợi ích,Tỷ lệ biểu quyết %,Số lượng,Tỷ lệ lợi ích,Tỷ lệ biểu quyết %,,,,,,
,,,CP,%,Tỷ lệ biểu quyết %,CP,%,Tỷ lệ biểu quyết %,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,,,,
Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Đầu tư vào công ty con > Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,,100%,100%,,100%,100%,,1.0,1.0,,1.0,1.0
Công ty CP Đầu tư Văn Phú số 1,Đầu tư vào công ty con > Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,10.284.500,67%,67%,4.258.500,51%,51%,10284500.0,0.67,0.67,4258500.0,0.51,0.51
Công ty CP Đầu tư Văn Phú số 2,Đầu tư vào công ty con > Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,14.522.500,"78,5%","78,5%",9.435.000,51%,51%,14522500.0,0.785,0.785,9435000.0,0.51,0.51
Công ty TNHH Văn Phú CGM (tên cũ Công ty CP Đầu tư Văn Phú số 3),Đầu tư vào công ty con > Công ty TNHH Văn Phú CGM (tên cũ Công ty CP Đầu tư Văn Phú số 3),Công ty TNHH Văn Phú CGM (tên cũ Công ty CP Đầu tư Văn Phú số 3),,100%,100%,1.200.800,76%,76%,,1.0,1.0,1200800.0,0.76,0.76
Công ty CP Văn Phú Bắc Ái,Đầu tư vào công ty con > Công ty CP Văn Phú Bắc Ái,Công ty CP Văn Phú Bắc Ái,9.000.000,60%,60%,9.000.000,60%,60%,9000000.0,0.6,0.6,9000000.0,0.6,0.6
Công ty TNHH MTV Đầu tư Hùng Sơn,Đầu tư vào công ty con > Công ty TNHH MTV Đầu tư Hùng Sơn,Công ty TNHH MTV Đầu tư Hùng Sơn,,0%,0%,,,,,0.0,0.0,,,
Công ty CP Đầu tư Văn phủ - Homes,Đầu tư vào công ty con > Công ty CP Đầu tư Văn phủ - Homes,Công ty CP Đầu tư Văn phủ - Homes,50.000,"59,52%","59,52%",,,,50000.0,0.5952000000000001,0.5952000000000001,,,
Công ty TNHH Văn Phú Resort - Lộc Bình,Đầu tư vào công ty con > Công ty TNHH Văn Phú Resort - Lộc Bình,Công ty TNHH Văn Phú Resort - Lộc Bình,,100%,100%,,,,,1.0,1.0,,,
