row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,31/12/2018,Đơn vị tính: VND01/01/2018,numeric__Mã số,numeric__TM,numeric__31/12/2018,numeric__Đơn vị tính: VND01/01/2018
C/ NỘ PHẢI TRẢ,C/ NỘ PHẢI TRẢ,C/ NỘ PHẢI TRẢ,300,,2.348.653.032.049,1.231.602.994.493,300.0,,2348653032049.0,1231602994493.0
I/ Nợ ngắn hạn,I/ Nợ ngắn hạn,I/ Nợ ngắn hạn,310,,1.871.350.308.471,1.211.855.704.493,310.0,,1871350308471.0,1211855704493.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,5.13,349.374.853.004,84.396.269.738,311.0,513.0,349374853004.0,84396269738.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,-,1.455.011.267,312.0,,,1455011267.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,5.16,70.330.802.437,67.391.864.138,313.0,516.0,70330802437.0,67391864138.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,5.296.582.256,3.929.590.657,314.0,,5296582256.0,3929590657.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,5.14,115.172.947.458,491.854.479.085,315.0,514.0,115172947458.0,491854479085.0
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,5.15,762.755.437.309,262.505.488.167,319.0,515.0,762755437309.0,262505488167.0
7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,320,5.17,568.419.686.007,300.526.593.110,320.0,517.0,568419686007.0,300526593110.0
8. Quỹ khen thưởng phúc lợi,8. Quỹ khen thưởng phúc lợi,8. Quỹ khen thưởng phúc lợi,322,,-,(203.591.669),322.0,,,-203591669.0
II/ Nợ dài hạn,II/ Nợ dài hạn,II/ Nợ dài hạn,330,,477.302.723.578,19.747.290.000,330.0,,477302723578.0,19747290000.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,5.15,81.407.290.000,19.747.290.000,337.0,515.0,81407290000.0,19747290000.0
2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,338,5.17,395.895.433.578,-,338.0,517.0,395895433578.0,
D/ VỐN CHỦ SỞ HỮU,D/ VỐN CHỦ SỞ HỮU,D/ VỐN CHỦ SỞ HỮU,400,,2.219.783.600.926,1.849.255.983.460,400.0,,2219783600926.0,1849255983460.0
I/ Vốn chủ sở hữu,I/ Vốn chủ sở hữu,I/ Vốn chủ sở hữu,410,5.18,2.219.783.600.926,1.849.255.983.460,410.0,518.0,2219783600926.0,1849255983460.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,1.600.000.000.000,1.600.000.000.000,411.0,,1600000000000.0,1600000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,1.600.000.000.000,1.600.000.000.000,,,1600000000000.0,1600000000000.0
2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,418,,15.177.859.740,15.177.859.740,418.0,,15177859740.0,15177859740.0
3. Quỹ khác thuộc vốn chủ sở hữu,3. Quỹ khác thuộc vốn chủ sở hữu,3. Quỹ khác thuộc vốn chủ sở hữu,420,,7.588.929.869,7.588.929.869,420.0,,7588929869.0,7588929869.0
4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,421,,597.016.811.317,226.489.193.851,421.0,,597016811317.0,226489193851.0
- LNST chưa phân phối lũy kể đến cuối kỳ trước,- LNST chưa phân phối lũy kể đến cuối kỳ trước,- LNST chưa phân phối lũy kể đến cuối kỳ trước,421a,,226.489.193.851,-,,,226489193851.0,
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,370.527.617.466,226.489.193.851,,,370527617466.0,226489193851.0
II/ Nguồn kinh phí và quỹ khác,II/ Nguồn kinh phí và quỹ khác,II/ Nguồn kinh phí và quỹ khác,430,,-,-,430.0,,,
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,4.568.436.632.975,3.080.858.977.953,440.0,,4568436632975.0,3080858977953.0
