row_label_raw,row_label_full,col_0,31/12/2018VND,01/01/2018VND,numeric__31/12/2018VND,numeric__01/01/2018VND
Tiền mặt,Tiền mặt,Tiền mặt,18.756.176.966,21.471.174.287,18756176966.0,21471174287.0
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,7.659.759.813,103.618.455.685,7659759813.0,103618455685.0
Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,542.030.894,48.920.703.959,542030894.0,48920703959.0
Ngân hàng TNHH Indovina - CN Thiên Long,Ngân hàng TNHH Indovina - CN Thiên Long,Ngân hàng TNHH Indovina - CN Thiên Long,5.878.472.064,53.366.017.123,5878472064.0,53366017123.0
Ngân hàng TMCP Ngoại thương Việt Nam - CN Hà Tây,Ngân hàng TMCP Ngoại thương Việt Nam - CN Hà Tây,Ngân hàng TMCP Ngoại thương Việt Nam - CN Hà Tây,1.239.256.855,1.331.734.603,1239256855.0,1331734603.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,-,70.000.000.000,,70000000000.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),-,70.000.000.000,,70000000000.0
- Ngân hàng TNHH Indovina - CN Thiên Long,- Ngân hàng TNHH Indovina - CN Thiên Long,- Ngân hàng TNHH Indovina - CN Thiên Long,-,50.000.000.000,,50000000000.0
- Ngân hàng TMCP ĐT&PT Việt Nam - CN Hai Bà Trung,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Hai Bà Trung,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Hai Bà Trung,-,20.000.000.000,,20000000000.0
Cộng,Cộng,Cộng,26.415.936.779,195.089.629.972,26415936779.0,195089629972.0
