row_label_raw,row_label_full,Số phải thu cuối năm VND,Số phải nộp cuối năm VND,Số đã thực nộp trong năm VND,Số phải nộp trong năm VND,Số phải thu đầu năm VND,Số phải nộp đầu năm VND,numeric__Số phải nộp cuối năm VND,numeric__Số đã thực nộp trong năm VND,numeric__Số phải nộp trong năm VND,numeric__Số phải thu đầu năm VND,numeric__Số phải nộp đầu năm VND
296.387.000,296.387.000,296.387.000,-,296.387.000,-,-,-,,296387000.0,,,
-,-,-,69.981.479.878,89.788.193.379,98.615.984.281,-,61.153.688.976,69981479878.0,89788193379.0,98615984281.0,,61153688976.0
-,-,-,349.322.559,8.846.782.961,2.957.930.358,-,6.238.175.162,349322559.0,8846782961.0,2957930358.0,,6238175162.0
8.225.849,8.225.849,8.225.849,-,550.619.874,542.394.025,-,-,,550619874.0,542394025.0,,
-,-,-,-,737.737.126,737.737.126,-,-,,737737126.0,737737126.0,,
304.612.849,304.612.849,304.612.849,70.330.802.437,100.219.720.340,102.854.045.790,-,67.391.864.138,70330802437.0,100219720340.0,102854045790.0,,67391864138.0
