row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Ngắn hạn > Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,189.296.022.886,76.446.982.501,189296022886.0,76446982501.0
Phải trả về thư tín dụng trả chậm - LC,Ngắn hạn > Phải trả về thư tín dụng trả chậm - LC,Phải trả về thư tín dụng trả chậm - LC,25.344.106.775,51.685.307.678,25344106775.0,51685307678.0
Kinh phí công đoàn,Ngắn hạn > Kinh phí công đoàn,Kinh phí công đoàn,766.891.288,799.983.645,766891288.0,799983645.0
Phải trả khác,Ngắn hạn > Phải trả khác,Phải trả khác,9.208.292.224,34.022.833.575,9208292224.0,34022833575.0
Trả trước từ bên liên quan (Thuyết minh số 34),Ngắn hạn > Trả trước từ bên liên quan (Thuyết minh số 34),Trả trước từ bên liên quan (Thuyết minh số 34),41.819.269,-,41819269.0,
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,224.657.132.442,162.955.107.399,224657132442.0,162955107399.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Dài hạn > Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,10.620.132.185,6.476.802.623,10620132185.0,6476802623.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,10.620.132.185,6.476.802.623,10620132185.0,6476802623.0
