row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
Đầu tư trái phiếu (*),Đầu tư trái phiếu (*),Đầu tư trái phiếu (*),30.000.000.000,30.000.000.000,30.000.000.000,30.000.000.000,30000000000.0,30000000000.0,30000000000.0,30000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,30.000.000.000,30.000.000.000,30.000.000.000,30.000.000.000,30000000000.0,30000000000.0,30000000000.0,30000000000.0
