row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Đơn vị tính: VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Đơn vị tính: VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1)
Công ty CP Vật liệu Xây Dụng Công nghệ cao An Cường,Công ty CP Vật liệu Xây Dụng Công nghệ cao An Cường,Công ty CP Vật liệu Xây Dụng Công nghệ cao An Cường,Công ty cùng Tập đoàn,Bán hàng hóa và cung cấp dịch vụ,126.247.685.395,5.152.837.392,,,126247685395.0,5152837392.0
Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty cùng lãnh đạo chủ chốt,Bán hàng hóa,9.168.092.592,2.792.420.603,,,9168092592.0,2792420603.0
Ankor Bioplastics Co. Ltd,Ankor Bioplastics Co. Ltd,Ankor Bioplastics Co. Ltd,Công ty cùng lãnh đạo chủ chốt,Bán hàng hóa,28.747.053.176,4.998.912.000,,,28747053176.0,4998912000.0
Công ty Nhựa Hà Nội Công ty Sunrise,Công ty Nhựa Hà Nội Công ty Sunrise,Công ty Nhựa Hà Nội Công ty Sunrise,Công ty liên kết,Bán hàng hóa,4.119.425.220,3.042.328.835,,,4119425220.0,3042328835.0
Công ty Nhựa Hà Nội Công ty Sunrise,Công ty Nhựa Hà Nội Công ty Sunrise,Công ty Nhựa Hà Nội Công ty Sunrise,Công ty liên kết của công ty con,Bán hàng hóa,3.575.467.256,689.044.942,,,3575467256.0,689044942.0
Công ty Nhựa Bao bi Vinh Các bên liên quan khác,Công ty Nhựa Bao bi Vinh Các bên liên quan khác,Công ty Nhựa Bao bi Vinh Các bên liên quan khác,Công ty liên kết,Bán hàng hóa,87.450.000,4.692.600.000,,,87450000.0,4692600000.0
Công ty Nhựa Bao bi Vinh Các bên liên quan khác,Công ty Nhựa Bao bi Vinh Các bên liên quan khác,Công ty Nhựa Bao bi Vinh Các bên liên quan khác,,,1.328.786.698,1.193.106.140,,,1328786698.0,1193106140.0
,,,,,173.273.960.337,22.561.249.912,,,173273960337.0,22561249912.0
Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),Phải thu dài hạn của khách hàng (Thuyết minh số 6.1),,,,
Ankor Bioplastics Co. Ltd,Phải thu dài hạn của khách hàng (Thuyết minh số 6.1) > Ankor Bioplastics Co. Ltd,Ankor Bioplastics Co. Ltd,Công ty cùng lãnh đạo chủ chốt,Bán máy,50.167.619.216,68.443.341.120,,,50167619216.0,68443341120.0
Công ty CP Vật liệu Xây Dụng Công nghệ cao An Cường,Phải thu dài hạn của khách hàng (Thuyết minh số 6.1) > Công ty CP Vật liệu Xây Dụng Công nghệ cao An Cường,Công ty CP Vật liệu Xây Dụng Công nghệ cao An Cường,Công ty cùng Tập đoàn,Bán hàng hóa,-,149.385.457.557,,,,149385457557.0
,,,,,50.167.619.216,217.828.798.677,,,50167619216.0,217828798677.0
Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2),,,,
Công ty An Phát Holdings,Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2) > Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Mua hàng hóa,5.883.512.500,-,,,5883512500.0,
Công ty Cổ phần Anbio,Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2) > Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty cùng lãnh đạo chủ chốt,Mua hàng hóa,3.228.690.598,-,,,3228690598.0,
Ankor Bioplastics Co. Ltd,Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2) > Ankor Bioplastics Co. Ltd,Ankor Bioplastics Co. Ltd,Công ty cùng lãnh đạo chủ chốt,Mua hàng hóa,7.332.995.188,2.255.241.688,,,7332995188.0,2255241688.0
Công ty Sunrise,Trà trước cho người bán ngắn hạn (Thuyết minh số 6.2) > Công ty Sunrise,Công ty Sunrise,Công ty liên kết,Mua hàng hóa,-,372.147.477,,,,372147477.0
,,,,,16.445.198.286,2.627.389.165,,,16445198286.0,2627389165.0
