row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm nay
"Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì",12.429.767.456.256,12429767456256.0
"Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp","Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp","Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp",412.659.162.748,412659162748.0
Dịch vụ vận chuyển,Dịch vụ vận chuyển,Dịch vụ vận chuyển,294.460.852.559,294460852559.0
Khác,Khác,Khác,6.222.392.438,6222392438.0
