row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,15.314.698.238.896,13.154.009.928.330,15314698238896.0,13154009928330.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,9.995.319.434.176,7.912.835.721.036,9995319434176.0,7912835721036.0
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.797.241.368.421,4.527.831.799.549,4797241368421.0,4527831799549.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,337.539.570.817,294.460.852.559,337539570817.0,294460852559.0
"Doanh thu bán nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp (*)","Trong đó: > Doanh thu bán nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp (*)","Doanh thu bán nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp (*)",184.523.254.568,412.659.162.748,184523254568.0,412659162748.0
Doanh thu hoạt động khác,Trong đó: > Doanh thu hoạt động khác,Doanh thu hoạt động khác,74.610.914,6.222.392.438,74610914.0,6222392438.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(24.401.165.809),(10.900.064.329),-24401165809.0,-10900064329.0
Hàng bán trả lại,Trong đó: > Hàng bán trả lại,Hàng bán trả lại,(11.338.322.948),(7.952.650.516),-11338322948.0,-7952650516.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(12.540.687.768),(2.862.992.013),-12540687768.0,-2862992013.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(522.155.093),(84.421.800),-522155093.0,-84421800.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,15.290.297.073.087,13.143.109.864.001,15290297073087.0,13143109864001.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,14.784.193.656.636,12.519.350.467.383,14784193656636.0,12519350467383.0
Doanh thu đối với bên liên quan (Thuyết minh số 34),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 34),Doanh thu đối với bên liên quan (Thuyết minh số 34),506.103.416.451,623.759.396.618,506103416451.0,623759396618.0
