row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm nay
"Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì",14.768.159.636.788,14768159636788.0
"Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp","Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp","Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp",184.523.254.568,184523254568.0
Dịch vụ vận chuyển,Dịch vụ vận chuyển,Dịch vụ vận chuyển,337.539.570.817,337539570817.0
Khác,Khác,Khác,74.610.914,74610914.0
