row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",4.639.319.556,21.816.261.896,4639319556.0,21816261896.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,5.440.319.083,3.745.302.375,5440319083.0,3745302375.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,10.079.638.639,25.561.564.271,10079638639.0,25561564271.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Quyền sử dụng đất có thời hạn (*),Dài hạn > Quyền sử dụng đất có thời hạn (*),Quyền sử dụng đất có thời hạn (*),233.094.938.391,241.409.569.041,233094938391.0,241409569041.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",16.902.418.370,22.307.471.231,16902418370.0,22307471231.0
Chiết khấu thanh toán,Dài hạn > Chiết khấu thanh toán,Chiết khấu thanh toán,2.560.896.000,5.394.196.959,2560896000.0,5394196959.0
Chi phí sửa chữa lớn,Dài hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,4.557.962.316,7.891.865.595,4557962316.0,7891865595.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,13.087.607.059,10.011.185.390,13087607059.0,10011185390.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,270.203.822.136,287.014.288.216,270203822136.0,287014288216.0
