row_label_raw,row_label_full,Mã số,Chỉ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,15.314.698.238.896,13.154.009.928.330,,271.0,15314698238896.0,13154009928330.0
02,02,02,2. Các khoản giám trừ doanh thu,27.1,(24.401.165.809),(10.900.064.329),,271.0,-24401165809.0,-10900064329.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,15.290.297.073.087,13.143.109.864.001,,271.0,15290297073087.0,13143109864001.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(14.204.057.189.374),(11.841.734.480.539),,28.0,-14204057189374.0,-11841734480539.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.086.239.883.713,1.301.375.383.462,,,1086239883713.0,1301375383462.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,214.482.862.553,213.876.129.052,,272.0,214482862553.0,213876129052.0
22,22,22,7. Chi phí tài chính,29,(257.402.705.272),(199.733.463.745),,29.0,-257402705272.0,-199733463745.0
23,23,23,Trong đó. Chi phí lãi vay (không bao gồm chi phí phát hành trái phiếu),,(173.679.772.675),(151.665.660.549),,,-173679772675.0,-151665660549.0
24,24,24,"8. Phản lãi trong công ty liên doanh, liên kết",16.1,57.678.939.569,22.873.141.538,,161.0,57678939569.0,22873141538.0
25,25,25,9. Chi phí bán hàng,30,(666.097.260.650),(738.538.104.564),,30.0,-666097260650.0,-738538104564.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,(247.607.549.844),(194.751.557.339),,30.0,-247607549844.0,-194751557339.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,187.294.170.069,405.101.528.404,,,187294170069.0,405101528404.0
31,31,31,12. Thu nhập khác,31,8.605.911.082,8.617.829.548,,31.0,8605911082.0,8617829548.0
32,32,32,13. Chi phí khác,31,(9.833.969.448),(15.851.305.956),,31.0,-9833969448.0,-15851305956.0
40,40,40,14. Lỗ khác,31,(1.228.058.366),(7.233.476.408),,31.0,-1228058366.0,-7233476408.0
50,50,50,15. Tổng lợi nhuận kê toán trước thuế,,186.066.111.703,397.868.051.996,,,186066111703.0,397868051996.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(72.085.473.962),(97.803.195.967),,331.0,-72085473962.0,-97803195967.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,33.4,3.310.630.196,24.078.168.390,,334.0,3310630196.0,24078168390.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,117.291.267.937,324.143.024.419,,,117291267937.0,324143024419.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,152.599.331.716,290.241.012.297,,,152599331716.0,290241012297.0
62,62,62,20. (Lỗ)/lợi nhuận sau thuế của cổ đông không kiểm soát,,(35.308.063.779),33.902.012.122,,,-35308063779.0,33902012122.0
