row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Phải thu liên quan đến hoạt động kinh doanh hạt nhựa, bao bì và dịch vụ khác","Ngắn hạn > Phải thu liên quan đến hoạt động kinh doanh hạt nhựa, bao bì và dịch vụ khác","Phải thu liên quan đến hoạt động kinh doanh hạt nhựa, bao bì và dịch vụ khác",963.603.825.620,1.057.574.823.034,963603825620.0,1057574823034.0
Phải thu về chuyển nhượng cổ phần (i),Ngắn hạn > Phải thu về chuyển nhượng cổ phần (i),Phải thu về chuyển nhượng cổ phần (i),54.492.480.000,54.492.480.000,54492480000.0,54492480000.0
"Phải thu từ cho thuê dài hạn đất, hạ tầng khu công nghiệp, bán nhà xưởng và các dịch vụ liên quan","Ngắn hạn > Phải thu từ cho thuê dài hạn đất, hạ tầng khu công nghiệp, bán nhà xưởng và các dịch vụ liên quan","Phải thu từ cho thuê dài hạn đất, hạ tầng khu công nghiệp, bán nhà xưởng và các dịch vụ liên quan",2.231.429.953,24.493.448.269,2231429953.0,24493448269.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.020.327.735.573,1.136.560.751.303,1020327735573.0,1136560751303.0
Dự phòng phải thu ngắn hạn khó đòi,Ngắn hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(12.122.838.075),(9.600.118.980),-12122838075.0,-9600118980.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ khách hàng khác,Trong đó: > Phải thu ngắn hạn từ khách hàng khác,Phải thu ngắn hạn từ khách hàng khác,847.053.775.236,1.113.999.501.391,847053775236.0,1113999501391.0
Phải thu ngắn hạn từ các bên liên quan (ii) (Thuyết minh số 34),Trong đó: > Phải thu ngắn hạn từ các bên liên quan (ii) (Thuyết minh số 34),Phải thu ngắn hạn từ các bên liên quan (ii) (Thuyết minh số 34),173.273.960.337,22.561.249.912,173273960337.0,22561249912.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ bên liên quan (ii) (Thuyết minh số 34),Dài hạn > Phải thu từ bên liên quan (ii) (Thuyết minh số 34),Phải thu từ bên liên quan (ii) (Thuyết minh số 34),50.167.619.216,217.828.798.677,50167619216.0,217828798677.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,50.167.619.216,217.828.798.677,50167619216.0,217828798677.0
