row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,1/1/2020,1/1/2020_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__1/1/2020,numeric__1/1/2020_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,1.523.763.932.235,(581.473.234),1.613.007.396.246,(11.705.440.149),1523763932235.0,-581473234.0,1613007396246.0,-11705440149.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,865.987.612.858,(3.015.085.212),764.835.165.385,(260.308.371),865987612858.0,-3015085212.0,764835165385.0,-260308371.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,37.083.251.287,-,37.551.788.147,-,37083251287.0,,37551788147.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,127.972.606.823,-,171.751.505.865,-,127972606823.0,,171751505865.0,
Thành phẩm,Thành phẩm,Thành phẩm,284.245.152.326,(1.890.394.426),159.710.067.658,-,284245152326.0,-1890394426.0,159710067658.0,
Hàng hóa,Hàng hóa,Hàng hóa,6.555.728.543.054,(16.752.319.195),9.064.885.404.098,(44.145.747.731),6555728543054.0,-16752319195.0,9064885404098.0,-44145747731.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,15.994.591.059,-,5.544.447.404,-,15994591059.0,,5544447404.0,
Hàng hóa bắt động sản,Hàng hóa bắt động sản,Hàng hóa bắt động sản,10.994.778.324,-,11.477.819.648,-,10994778324.0,,11477819648.0,
,,,9.421.770.467.966,(22.239.272.067),11.828.763.594.451,(56.111.496.251),9421770467966.0,-22239272067.0,11828763594451.0,-56111496251.0
