row_label_raw,row_label_full,col_0,Trong lãnh thổ Việt Nam,Trong lãnh thổ Việt Nam_1,Ngoài lãnh thổ Việt Nam,Ngoài lãnh thổ Việt Nam_1,Hợp nhất,Hợp nhất_1,numeric__Trong lãnh thổ Việt Nam,numeric__Trong lãnh thổ Việt Nam_1,numeric__Ngoài lãnh thổ Việt Nam,numeric__Ngoài lãnh thổ Việt Nam_1,numeric__Hợp nhất,numeric__Hợp nhất_1
,,,2020VND,2019VND,2020VND,2019VND,2020VND,2019VND,,,,,,
Tổng doanh thu thuần bán ra bên ngoài,Tổng doanh thu thuần bán ra bên ngoài,Tổng doanh thu thuần bán ra bên ngoài,110.127.455.807.398,159.400.850.954.825,13.791.194.571.253,30.202.674.452.054,123.918.650.378.651,189.603.525.406.879,110127455807398.0,159400850954825.0,13791194571253.0,30202674452054.0,123918650378651.0,189603525406879.0
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,58.359.646.817.047,59.007.382.447.793,2.746.566.147.396,2.755.031.390.166,61.106.212.964.443,61.762.413.837.959,58359646817047.0,59007382447793.0,2746566147396.0,2755031390166.0,61106212964443.0,61762413837959.0
Chỉ tiêu vốn,Chỉ tiêu vốn,Chỉ tiêu vốn,1.997.510.519.467,2.578.486.222.415,4.912.697.942,4.845.147.663,2.002.423.217.409,2.583.331.370.078,1997510519467.0,2578486222415.0,4912697942.0,4845147663.0,2002423217409.0,2583331370078.0
