row_label_raw,row_label_full,col_0,1/1/2020 > Giá trị ghi sổ và sốcó khả năng trả nợVND,1/1/2020 > TăngVND,Biến động trong năm > GiảmVND,Biến động trong năm > Tăng do thu hòicông ty con(Thuyết minh 5)VND,Biến động trong năm > Chênh lệchtỷ giáVND,31/12/2020 > Giá trị ghi sổ và sốcó khả năng trả nợVND,numeric__1/1/2020 > Giá trị ghi sổ và sốcó khả năng trả nợVND,numeric__1/1/2020 > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Biến động trong năm > Tăng do thu hòicông ty con(Thuyết minh 5)VND,numeric__Biến động trong năm > Chênh lệchtỷ giáVND,numeric__31/12/2020 > Giá trị ghi sổ và sốcó khả năng trả nợVND
Vay ngắn hạn (i),Vay ngắn hạn (i),Vay ngắn hạn (i),13.610.545.592.595,64.214.115.947.209,(63.579.207.649.985),153.636.129.828,12.778.915.609,14.411.868.935.256,13610545592595.0,64214115947209.0,-63579207649985.0,153636129828.0,12778915609.0,14411868935256.0
Vay dài hạnđến hạn trả (b),Vay dài hạnđến hạn trả (b),Vay dài hạnđến hạn trả (b),342.758.241.592,326.465.110.756,(359.489.090.427),-,(36.417.526),309.697.844.395,342758241592.0,326465110756.0,-359489090427.0,,-36417526.0,309697844395.0
,,,13.953.303.834.187,64.540.581.057.965,(63.938.696.740.412),153.636.129.828,12.742.498.083,14.721.566.779.651,13953303834187.0,64540581057965.0,-63938696740412.0,153636129828.0,12742498083.0,14721566779651.0
