row_label_raw,row_label_full,col_0,Mã số,2020 VND,2019 VND,numeric__Mã số,numeric__2020 VND,numeric__2019 VND
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,1.409.580.992.044,5.647.771.555.645,1.0,1409580992044.0,5647771555645.0
Khấu hao và phân bổ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,2.146.848.020.219,2.030.469.201.225,2.0,2146848020219.0,2030469201225.0
Các khoản dự phòng,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,56.453.899.658,(542.626.170.089),3.0,56453899658.0,-542626170089.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,33.000.880.854,20.004.988.312,4.0,33000880854.0,20004988312.0
Lãi từ hoạt động đầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(1.350.373.623.603),(1.423.527.343.639),5.0,-1350373623603.0,-1423527343639.0
Chi phí lãi vay,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,706.153.423.148,791.223.776.592,6.0,706153423148.0,791223776592.0
Các khoản điều chỉnh khác (Biến động Quỹ bình ổn giá xăng đầu – Thuyết minh 23),LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản điều chỉnh khác (Biến động Quỹ bình ổn giá xăng đầu – Thuyết minh 23),Các khoản điều chỉnh khác (Biến động Quỹ bình ổn giá xăng đầu – Thuyết minh 23),07,2.220.359.424.194,(501.374.908.564),7.0,2220359424194.0,-501374908564.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,5.222.023.016.514,6.021.941.099.482,8.0,5222023016514.0,6021941099482.0
Biến động các khoản phải thu,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,1.309.877.723.914,(877.437.265.592),9.0,1309877723914.0,-877437265592.0
