row_label_raw,row_label_full,Văn phòng Tập đoàn Xăng Dầu Việt Nam,31/12/2020VND > 10.078.686.943.621,1/1/2020VND > 8.671.847.401.759,numeric__31/12/2020VND > 10.078.686.943.621,numeric__1/1/2020VND > 8.671.847.401.759
Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,1.835.017.024.225,1.573.871.011.576,1835017024225.0,1573871011576.0
Công ty Cổ phần Nhiên Liệu bay Petrolimex,Công ty Cổ phần Nhiên Liệu bay Petrolimex,Công ty Cổ phần Nhiên Liệu bay Petrolimex,981.293.745.328,1.053.297.865.157,981293745328.0,1053297865157.0
Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,685.568.464.744,647.242.964.617,685568464744.0,647242964617.0
Công ty TNHH MTV Petrolimex Lào,Công ty TNHH MTV Petrolimex Lào,Công ty TNHH MTV Petrolimex Lào,222.880.366.575,227.536.409.740,222880366575.0,227536409740.0
Công ty TNHH Xăng dầu Kiên Giang,Công ty TNHH Xăng dầu Kiên Giang,Công ty TNHH Xăng dầu Kiên Giang,143.036.000.000,87.980.000.000,143036000000.0,87980000000.0
Tổng Công ty Dịch vụ Xăng dầu Petrolimex,Tổng Công ty Dịch vụ Xăng dầu Petrolimex,Tổng Công ty Dịch vụ Xăng dầu Petrolimex,21.753.119.190,214.713.145.413,21753119190.0,214713145413.0
Các công ty con khác,Các công ty con khác,Các công ty con khác,443.633.271.573,1.134.056.794.333,443633271573.0,1134056794333.0
,,,14.411.868.935.256,13.610.545.592.595,14411868935256.0,13610545592595.0
