row_label_raw,row_label_full,col_0,Mã số,2024 VND,2023 VND,numeric__Mã số,numeric__2024 VND,numeric__2023 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"Tiền thu từ phát hành cổ phiếu, trừ đi chi phíphát hành","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu, trừ đi chi phíphát hành","Tiền thu từ phát hành cổ phiếu, trừ đi chi phíphát hành",31,30.119.830.000,-,31.0,30119830000.0,
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,60.000.000.000,3.645.400.000.000,33.0,60000000000.0,3645400000000.0
Tiền trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(60.000.000.000),(5.663.600.000.000),34.0,-60000000000.0,-5663600000000.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,(33.516.000),(209.475),36.0,-33516000.0,-209475.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,30.086.314.000,(2.018.200.209.475),40.0,30086314000.0,-2018200209475.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,(168.778.035),4.407.135.591,50.0,-168778035.0,4407135591.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,12.076.818.067,7.668.804.630,60.0,12076818067.0,7668804630.0
Ảnh hưởng của thay đổi tỷ giá hối đoáидối với tiền và các khoản tương đương tiền,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoáидối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoáидối với tiền và các khoản tương đương tiền,61,-,877.846,61.0,,877846.0
Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),70,11.908.040.032,12.076.818.067,70.0,11908040032.0,12076818067.0
