row_label_raw,row_label_full,col_0,31/12/2024 và 1/1/2024,31/12/2024 và 1/1/2024_1,31/12/2024 và 1/1/2024_2,numeric__31/12/2024 và 1/1/2024,numeric__31/12/2024 và 1/1/2024_1,numeric__31/12/2024 và 1/1/2024_2
,,,Số cổ phiếu,% lợi ích kinh tế/ quyền biểu quyết,Giá gốc VND,,,
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),20.180.026,"24,94%",648.102.724.017,20180026.0,0.2494,648102724017.0
