row_label_raw,row_label_full,Ho và tên:,Ho và tên:_1,Chức vụ:,numeric__Ho và tên:_1,numeric__Chức vụ:
-,-,-,Ông Nguyễn Trọng Hùng,Chủ tịch,,
-,-,-,Ông Ngô Trí Thịnh,Ủy viên,,
-,-,-,Ông Hoàng Phó Hiềng,Ủy viên,,
-,-,-,Ông Nguyễn Đức Pha,Ủy viên,,
-,-,-,Ông Phạm Xuân Phong,Ủy viên,,
