row_label_raw,row_label_full,col_0,31/12/2018(VND) > Giá trị,31/12/2018(VND) > Dự phòng,01/01/2018(VND) > Giá trị,01/01/2018(VND) > Dự phòng,numeric__31/12/2018(VND) > Giá trị,numeric__31/12/2018(VND) > Dự phòng,numeric__01/01/2018(VND) > Giá trị,numeric__01/01/2018(VND) > Dự phòng
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",139.213.421.879,(321.823.948),100.895.885.110,(321.823.948),139213421879.0,-321823948.0,100895885110.0,-321823948.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",22.093.781.258,-,933.939.473,-,22093781258.0,,933939473.0,
Chi phí SXKD DD,Chi phí SXKD DD,Chi phí SXKD DD,14.971.531.812,-,18.249.463.968,-,14971531812.0,,18249463968.0,
Thành phẩm,Thành phẩm,Thành phẩm,1.753.702.026,-,2.882.815.707,-,1753702026.0,,2882815707.0,
Cộng,Cộng,Cộng,178.032.436.975,(321.823.948),122.962.104.258,(321.823.948),178032436975.0,-321823948.0,122962104258.0,-321823948.0
