row_label_raw,row_label_full,col_0,Năm 2018(VND),Năm 2017(VND),numeric__Năm 2018(VND),numeric__Năm 2017(VND)
"Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay",13.499.414.699,10.913.360.004,13499414699.0,10913360004.0
Tiền cổ tức và lợi nhuận được chia,Tiền cổ tức và lợi nhuận được chia,Tiền cổ tức và lợi nhuận được chia,12.617.500.000,21.630.000.000,12617500000.0,21630000000.0
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,184.379.451,39.387.836.764,184379451.0,39387836764.0
Doanh thu tài chính khác,Doanh thu tài chính khác,Doanh thu tài chính khác,248.235.592,-,248235592.0,
Cộng,Cộng,Cộng,26.549.529.742,71.931.196.768,26549529742.0,71931196768.0
