row_label_raw,row_label_full,col_0,col_1,31/12/2018(VND),01/01/2018(VND),numeric__col_1,numeric__31/12/2018(VND),numeric__01/01/2018(VND)
Tiền mặt tại quỹ,Tiền mặt tại quỹ,Tiền mặt tại quỹ,(i),1.078.999.075,920.958.565,,1078999075.0,920958565.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,(ii),67.465.950.239,52.826.539.586,,67465950239.0,52826539586.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,(iii),303.000.000.000,50.000.000.000,,303000000000.0,50000000000.0
Cộng,Cộng,Cộng,,371.544.949.314,103.747.498.151,,371544949314.0,103747498151.0
