row_label_raw,row_label_full,col_0,Nguyên tệ,VND,numeric__Nguyên tệ,numeric__VND
Ngoại tệ (USD),Ngoại tệ (USD),Ngoại tệ (USD),"481,9 #",11.158.381,,11158381.0
Đồng Việt Nam,Đồng Việt Nam,Đồng Việt Nam,,67.454.791.858,,67454791858.0
Cộng,Cộng,Cộng,,67.465.950.239,,67465950239.0
