row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Mua các khoản đầu tư tài chính trong các đơn vị khác chưa thanh toán,Mua các khoản đầu tư tài chính trong các đơn vị khác chưa thanh toán,Mua các khoản đầu tư tài chính trong các đơn vị khác chưa thanh toán,57.528.017.600,-,57528017600.0,
Chi phí lãi vay vốn hóa vào hàng tồn kho,Chi phí lãi vay vốn hóa vào hàng tồn kho,Chi phí lãi vay vốn hóa vào hàng tồn kho,55.383.508.428,115.651.684.876,55383508428.0,115651684876.0
Chuyển lãi vay phải trả sang khoản vay gốc,Chuyển lãi vay phải trả sang khoản vay gốc,Chuyển lãi vay phải trả sang khoản vay gốc,34.273.543.763,103.734.592.744,34273543763.0,103734592744.0
Bán các khoản đầu tư tài chính trong các đơn vị khác chưa thu tiền,Bán các khoản đầu tư tài chính trong các đơn vị khác chưa thu tiền,Bán các khoản đầu tư tài chính trong các đơn vị khác chưa thu tiền,20.847.416.800,-,20847416800.0,
Chuyển từ các khoản phải thu khác sang đầu tư tài chính dài hạn,Chuyển từ các khoản phải thu khác sang đầu tư tài chính dài hạn,Chuyển từ các khoản phải thu khác sang đầu tư tài chính dài hạn,19.400.000.000,-,19400000000.0,
Mua lại cổ phiếu đã phát hành,Mua lại cổ phiếu đã phát hành,Mua lại cổ phiếu đã phát hành,11.890.000,-,11890000.0,
Cần trừ khoản vay với khoản phải thu từ bán các khoản đầu tư vốn chủ sở hữu,Cần trừ khoản vay với khoản phải thu từ bán các khoản đầu tư vốn chủ sở hữu,Cần trừ khoản vay với khoản phải thu từ bán các khoản đầu tư vốn chủ sở hữu,-,15.107.134.631,,15107134631.0
Chuyển từ hàng tồn kho sang bắt động sản đầu tư,Chuyển từ hàng tồn kho sang bắt động sản đầu tư,Chuyển từ hàng tồn kho sang bắt động sản đầu tư,-,6.453.000.515,,6453000515.0
Chuyển từ đầu tư dài hạn khác sang hàng tồn kho,Chuyển từ đầu tư dài hạn khác sang hàng tồn kho,Chuyển từ đầu tư dài hạn khác sang hàng tồn kho,-,5.532.155.500,,5532155500.0
Cần trừ các khoản vay với cổ tức,Cần trừ các khoản vay với cổ tức,Cần trừ các khoản vay với cổ tức,-,1.600.000.000,,1600000000.0
