row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,numeric__Công cụ và dụng cụ VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,7.326.798.150,7326798150.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,7.387.948.228,7387948228.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(12.734.532.466),-12734532466.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.980.213.912,1980213912.0
