row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Cho vay,11.608.000,1.908.253,,,11608000.0,1908253.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Đi vay,4.540.000,-,,,4540000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Cổ tức,3.349.018,-,,,3349018.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Lợi nhuận phân chia cho mục đích hợp tác đầu tư,1.389.781,624.909,,,1389781.0,624909.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Nhận góp vốn cho mục đích hợp tác đầu tư,1.001.991,-,,,1001991.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Doanh thu cung cấp dịch vụ quản lý,633.338,657.993,,,633338.0,657993.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Chuyển nhượng khoản đầu tư,561.000,-,,,561000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Cấn trừ các khoản đi vay với phải thu một công ty con khác,318.000,-,,,318000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Cấn trừ công nợ với các công ty con khác,302.000,-,,,302000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,"Phí dịch vụ tư vấn, quản lý xây dựng",265.855,39.419,,,265855.0,39419.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Cho vay,23.735.568,35.137.120,,,23735568.0,35137120.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Góp vốn bằng tiền,11.044.363,-,,,11044363.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Đặt cọc cho mục đích thực hiện hợp đồng (Thuyết minh số 12),5.522.946,-,,,5522946.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Cấn trừ phải thu chuyển nhượng bất động sản với đặt cọc,2.035.229,1.562.260,,,2035229.0,1562260.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Chuyển nhượng bất động sản,1.624.440,1.478.301,,,1624440.0,1478301.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Lãi cho vay,736.238,737.285,,,736238.0,737285.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Chuyển nhượng khoản đầu tư,845.724,-,,,845724.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Cấn trừ phải thu chuyển nhượng khoản đầu tư với đặt cọc,488.743,-,,,488743.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Phí dịch vụ cho một hoạt động khác,441.836,-,,,441836.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Doanh thu từ hợp đồng hợp tác kinh doanh,180.929,237.746,,,180929.0,237746.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Doanh thu cung cấp dịch vụ quản lý,161.472,150.359,,,161472.0,150359.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Góp vốn bằng hình thức cán trừ khoản vay,-,7.440.706,,,,7440706.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Nhận đặt cọc cho mục đích hợp tác đầu tư,-,837.849,,,,837849.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Cho vay,31.118.640,10.989.083,,,31118640.0,10989083.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Chuyển nhượng khoản đầu tư,4.693.380,-,,,4693380.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Chuyển đổi phải thu từ chuyển nhượng khoản đầu tư thành cho vay,4.693.380,-,,,4693380.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Góp vốn bằng hình thức cán trừ khoản cho vay,4.121.775,2.935.505,,,4121775.0,2935505.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Góp vốn bằng tiền,2.515.000,3.069.032,,,2515000.0,3069032.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Lãi cho vay,1.229.683,746.433,,,1229683.0,746433.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Công ty con,Chuyển đổi phải thu từ một công ty con khác thành cho vay,762.867,-,,,762867.0,
Công ty Cổ phần Tập đoàn Đầu tư Việt Nam,Công ty Cổ phần Tập đoàn Đầu tư Việt Nam,Công ty Cổ phần Tập đoàn Đầu tư Việt Nam,Công ty cùng chủ sở Nhận chuyển nhượng khoản đầu tư hữu,,470.503,-,,,470503.0,
