row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,26.1,8.051.640,6.543.437,,261.0,8051640.0,6543437.0
02,02,02,Các khoản giảm trừ doanh thu,26.1,-,-,,261.0,,
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,8.051.640,6.543.437,,261.0,8051640.0,6543437.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,(7.128.477),(6.415.719),,27.0,-7128477.0,-6415719.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,923.163,127.718,,,923163.0,127718.0
21,21,21,Doanh thu hoạt động tài chính,26.3,24.427.107,12.496.435,,263.0,24427107.0,12496435.0
22,22,22,Chi phí tài chínhTrong đó: Chi phí lãi vay và chi phí phát hành,28,(18.106.633),(6.619.898),,28.0,-18106633.0,-6619898.0
23,23,23,Chi phí tài chínhTrong đó: Chi phí lãi vay và chi phí phát hành,,(2.912.071),(2.120.041),,,-2912071.0,-2120041.0
25,25,25,Chi phí bán hàng,29,(213.002),(168.940),,29.0,-213002.0,-168940.0
26,26,26,Chi phí quản lý doanh nghiệp,29,(2.037.207),(4.878.339),,29.0,-2037207.0,-4878339.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,4.993.428,956.976,,,4993428.0,956976.0
31,31,31,Thu nhập khác,30,171.902,110.495,,30.0,171902.0,110495.0
32,32,32,Chi phí khác,30,(181.082),(4.681),,30.0,-181082.0,-4681.0
40,40,40,(Lỗ)/lợi nhuận khác,30,(9.180),105.814,,30.0,-9180.0,105814.0
