row_label_raw,row_label_full,Thay đổi dự phòng giảm giá trị các khoản đầu tư,Đơn vị tính: triệu VND > Năm nay > 14.822.221,Đơn vị tính: triệu VND > Năm trước > 4.349.704,numeric__Đơn vị tính: triệu VND > Năm nay > 14.822.221,numeric__Đơn vị tính: triệu VND > Năm trước > 4.349.704
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,2.670.017,2.013.718,2670017.0,2013718.0
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,242.054,106.323,242054.0,106323.0
Lỗ từ hoạt động chuyển nhượng vốn,Lỗ từ hoạt động chuyển nhượng vốn,Lỗ từ hoạt động chuyển nhượng vốn,228.795,-,228795.0,
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,143.546,150.153,143546.0,150153.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,18.106.633,6.619.898,18106633.0,6619898.0
