row_label_raw,row_label_full,Dự án,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
"Dự án bắt động sản tại quận Hải An, Hải Phòng","Dự án bắt động sản tại quận Hải An, Hải Phòng","Dự án bắt động sản tại quận Hải An, Hải Phòng",1.223.792,693.948,1223792.0,693948.0
"Dự án bắt động sản tại huyện Đan Phương, Hà Nội","Dự án bắt động sản tại huyện Đan Phương, Hà Nội","Dự án bắt động sản tại huyện Đan Phương, Hà Nội",383.302,343.218,383302.0,343218.0
Dự án Vinhomes Star City,Dự án Vinhomes Star City,Dự án Vinhomes Star City,197.918,568.715,197918.0,568715.0
