row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Đơn vị tính: triệu VND > Số đầu năm > Giá gốc,Đơn vị tính: triệu VND > Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Đơn vị tính: triệu VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND > Số đầu năm > Giá trị có thể thu hồi
Một công ty con,Một công ty con,Một công ty con,134.987,-,579.348,-,134987.0,,579348.0,
Đối tác doanh nghiệp số 1,Đối tác doanh nghiệp số 1,Đối tác doanh nghiệp số 1,23.545,11.773,-,-,23545.0,11773.0,,
Đối tác doanh nghiệp số 2,Đối tác doanh nghiệp số 2,Đối tác doanh nghiệp số 2,21.936,-,-,-,21936.0,,,
