row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Bất động sản đang xây dựng dở dang (i),Bất động sản đang xây dựng dở dang (i),Bất động sản đang xây dựng dở dang (i),11.936.579,-,13.818.174,-,11936579.0,,13818174.0,
Hàng hóa,Hàng hóa,Hàng hóa,1.070.221,(21.074),74.988,-,1070221.0,-21074.0,74988.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.006.800,(21.074),13.893.162,-,13006800.0,-21074.0,13893162.0,
